Date,Item,T1-1,T1-2,T1-3,T2-1,T2-2,T2-3,T3-1,T3-2,T3-3,T4-1,T4-2,T4-3,Type,Delta,Time,ValVN30,VolMax5m
4/24/2024,Trend,129,192,192,912,192,192,192,192,912,192,192,192,GT10,29.9,9:55:00 AM,7.339,12655
4/25/2024,Trend,921,291,291,921,921,192,129,192,912,921,912,192,LT0,-3.5,2:15:00 PM,5.693,15144
4/26/2024,Trend,921,129,129,192,912,921,291,291,291,219,129,129,GT5,5.4,2:20:00 PM,5.84,15894
5/2/2024,Trend,192,192,192,912,291,291,129,129,921,192,129,129,GT0,10,2:20:00 PM,5.437,13974
5/3/2024,Trend,129,192,192,129,129,219,291,129,129,921,921,921,LT0,7.2,2:15:00 PM,7.238,14240
5/6/2024,Trend,129,192,192,192,192,192,192,192,192,129,129,129,GT10,20.4,2:20:00 PM,6.553,13662
5/7/2024,Trend,912,921,219,129,192,921,129,192,129,129,129,129,GT5,6,2:25:00 PM,6.025,12898
5/8/2024,Trend,912,921,921,129,192,192,129,129,129,192,192,192,GT5,3,9:10:00 AM,7.672,14445
5/9/2024,Trend,192,192,192,291,291,291,192,192,192,912,921,912,LT5,-10,2:15:00 PM,6.379,15997
5/10/2024,Trend,192,192,192,921,921,291,219,291,291,192,192,192,LT5,1.4,11:05:00 AM,5.534,20618
5/13/2024,Trend,192,912,912,291,291,219,129,192,192,921,921,921,LT0,-4.4,2:20:00 PM,5.123,18958
5/14/2024,Trend,192,129,192,921,291,291,291,129,219,291,129,192,GT0,8.4,2:25:00 PM,6.032,13082
5/15/2024,Trend,129,192,192,192,192,192,192,192,192,921,921,921,GT5,11.7,2:15:00 PM,7.714,11187
5/16/2024,Trend,129,192,192,192,192,912,129,129,291,129,129,129,GT10,23.7,2:15:00 PM,9.539,11409
5/17/2024,Trend,921,921,291,291,291,192,921,291,291,219,129,129,GT0,-0.6,2:15:00 PM,8.182,12132
5/20/2024,Trend,129,129,192,291,291,921,291,129,219,912,192,192,LT0,2.2,2:15:00 PM,9.132,8705
5/21/2024,Trend,921,291,291,291,291,291,921,921,291,291,291,129,LT0,2,2:05:00 PM,7.432,10999
5/22/2024,Trend,129,192,912,921,921,291,291,291,291,291,291,291,LT10,-19.9,1:35:00 PM,9.371,11432
5/23/2024,Trend,291,291,129,291,291,291,192,192,192,192,192,192,GT5,7.8,1:30:00 PM,7.611,10227
5/24/2024,Trend,192,129,129,921,921,921,291,291,291,291,921,219,LT10,-22.3,2:15:00 PM,13.414,17501
5/27/2024,Trend,291,291,192,129,129,291,921,921,291,291,129,129,GT0,-1.5,2:10:00 PM,6.101,10881
5/28/2024,Trend,192,192,192,912,129,192,921,921,921,129,129,129,GT5,16.3,2:10:00 PM,7.292,13032
5/29/2024,Trend,192,912,291,219,291,219,129,129,921,921,921,921,LT10,-15,2:20:00 PM,8.157,16510
5/30/2024,Trend,921,291,291,921,921,291,291,192,192,192,192,192,GT0,-7.5,1:50:00 PM,9.612,13876
5/31/2024,Trend,192,192,129,192,921,921,291,291,129,921,921,921,LT0,0,2:05:00 PM,5.755,12677
6/3/2024,Trend,129,192,192,192,192,192,192,192,192,921,921,921,GT10,21.5,10:05:00 AM,8.938,13578
6/4/2024,Trend,291,192,129,921,921,921,921,921,291,291,291,291,LT0,3.5,1:45:00 PM,7.771,12201
6/5/2024,Trend,129,192,192,291,291,291,921,129,192,921,921,921,LT5,0,2:20:00 PM,8.906,12807
6/6/2024,Trend,291,129,129,129,129,129,192,921,921,921,921,291,LT5,3.7,2:20:00 PM,8.076,16851
6/7/2024,Trend,129,912,912,291,219,129,291,291,291,291,129,129,GT0,9.3,2:25:00 PM,5.718,14365
6/10/2024,Trend,129,192,192,921,921,921,291,219,291,291,291,129,LT0,2.9,2:15:00 PM,7.249,9996
6/11/2024,Trend,129,192,291,291,291,219,291,921,291,219,129,129,LT0,-5.9,2:25:00 PM,9.447,12887
6/12/2024,Trend,921,291,129,912,129,129,192,192,192,192,129,129,GT20,25.7,2:25:00 PM,9.7,16306
6/13/2024,Trend,192,192,912,129,129,192,129,129,129,129,192,192,GT5,4.3,2:15:00 PM,10.41,15031
6/14/2024,Trend,921,921,129,912,921,291,129,921,921,921,291,291,LT0,-18,2:25:00 PM,10.41,13477
6/17/2024,Trend,921,291,219,192,921,921,921,921,921,921,921,921,LT0,-9,2:05:00 PM,8.263,10230
6/18/2024,Trend,192,192,192,129,129,129,192,192,129,291,291,921,LT0,0.5,2:25:00 PM,7.058,18628
6/19/2024,Trend,291,291,291,291,219,219,192,192,192,129,129,129,GT0,8.5,10:00:00 AM,8.946,17712
6/20/2024,Trend,192,192,192,912,291,291,129,921,921,192,192,192,GT0,6.7,1:50:00 PM,9.674,11377
6/21/2024,Trend,912,921,921,192,192,192,921,291,291,192,192,192,GT0,1.4,2:10:00 PM,7.357,14170
6/24/2024,Trend,291,291,291,291,291,291,291,192,192,921,921,921,LT20,-30.2,10:00:00 AM,11.406,17294
6/25/2024,Trend,129,291,192,291,291,291,129,129,912,921,921,921,LT0,-3,2:20:00 PM,7.17,16957
6/26/2024,Trend,192,192,291,291,291,291,129,129,192,192,192,192,LT0,2.3,2:25:00 PM,6.779,13825
6/27/2024,Trend,921,921,129,921,291,129,129,192,192,192,192,192,GT5,-1,2:00:00 PM,5.628,15113
6/28/2024,Trend,192,912,912,219,291,291,291,291,291,192,921,921,LT10,-14.7,2:20:00 PM,7.13,20191
7/1/2024,Trend,921,291,291,129,129,921,219,129,192,192,129,192,GT5,10.7,2:20:00 PM,5.817,13101
7/2/2024,Trend,192,192,912,192,192,192,192,192,192,921,921,192,GT10,10.2,11:05:00 AM,6.137,9621
7/3/2024,Trend,129,912,291,219,129,129,129,129,129,192,192,192,GT5,11.8,1:20:00 PM,6.334,11707
7/4/2024,Trend,192,192,192,921,291,219,921,291,129,921,912,192,LT0,1.6,2:20:00 PM,6.147,12112
7/5/2024,Trend,192,192,192,921,921,921,291,291,912,129,129,129,GT5,7.7,2:25:00 PM,6.196,13058
7/15/2024,Trend,219,129,921,291,291,219,921,291,291,291,921,291,LT5,-1,2:15:00 PM,4.492,12874
7/16/2024,Trend,129,192,192,192,192,192,921,921,291,291,291,291,LT0,3.7,2:15:00 PM,6.173,9624
7/17/2024,Trend,129,912,921,219,129,129,129,129,192,192,921,921,LT5,0.5,2:20:00 PM,13.476,23490
7/18/2024,Trend,291,219,291,291,291,291,291,291,291,291,192,192,LT0,-5.7,2:00:00 PM,7.99,12460
7/19/2024,Trend,129,192,192,291,291,291,219,291,129,921,192,192,LT5,-10.6,2:20:00 PM,8.896,12498
7/22/2024,Trend,921,129,129,921,921,291,219,291,291,129,129,129,GT0,2.9,2:20:00 PM,8.001,12579
7/23/2024,Trend,192,192,912,219,291,129,921,921,921,921,921,921,LT10,-15.8,2:15:00 PM,7.655,22194
7/24/2024,Trend,291,291,291,291,129,129,192,192,921,129,129,129,GT0,-0.7,2:15:00 PM,7.433,16625
7/25/2024,Trend,921,291,291,291,921,291,129,129,192,192,129,291,LT0,-6.9,2:20:00 PM,5.025,12765
7/26/2024,Trend,192,192,192,129,129,129,129,291,921,192,129,129,GT5,8.4,2:25:00 PM,4.672,10466
7/29/2024,Trend,129,192,192,921,291,291,291,129,192,921,921,921,LT0,2.8,2:25:00 PM,4.582,10640
7/30/2024,Trend,921,291,291,192,192,192,192,921,291,219,129,129,GT5,4.6,2:20:00 PM,5.112,11530
7/31/2024,Trend,192,192,192,192,192,192,291,291,129,921,921,921,GT0,11.9,2:20:00 PM,8.102,14634
8/1/2024,Trend,129,912,912,291,291,291,291,291,291,291,291,291,LT20,-29.3,2:10:00 PM,9.465,19770
8/2/2024,Trend,291,291,291,921,921,921,192,192,129,129,129,129,GT10,0.9,2:05:00 PM,8.153,22555
8/5/2024,Trend,921,921,219,921,921,921,291,291,291,291,291,291,LT20,-42.9,11:10:00 AM,11.202,17949
8/6/2024,Trend,129,192,192,129,129,192,192,192,192,192,192,192,GT5,16.6,9:00:00 AM,7.146,14187
8/7/2024,Trend,921,921,921,291,291,291,192,192,921,192,912,912,LT0,0.4,2:25:00 PM,7.01,9936
8/8/2024,Trend,921,291,291,192,192,192,291,291,291,291,291,219,LT0,-9.9,2:25:00 PM,6.766,11607
8/9/2024,Trend,129,129,192,921,921,291,129,192,192,192,192,192,GT10,24.8,1:30:00 PM,6.207,11782
8/12/2024,Trend,912,912,921,129,921,192,921,129,129,129,129,192,GT5,5.1,2:10:00 PM,5.944,12703
8/13/2024,Trend,192,912,192,291,291,291,129,192,921,921,192,192,GT0,-3,2:05:00 PM,5.65,13693
8/14/2024,Trend,129,192,912,291,291,219,129,129,921,291,129,192,GT0,1,2:25:00 PM,5.419,10060
8/15/2024,Trend,291,291,291,129,291,219,129,921,921,921,912,192,LT0,-0.3,2:15:00 PM,4.75,8951
8/16/2024,Trend,129,192,129,192,192,192,192,192,192,192,192,192,GT20,26,10:20:00 AM,9.626,11434
8/19/2024,Trend,192,192,192,192,192,921,129,129,129,192,192,912,GT5,10,1:50:00 PM,6.137,9489
8/20/2024,Trend,192,192,192,912,921,921,129,192,192,912,912,921,GT0,4,2:25:00 PM,7.464,10045
8/21/2024,Trend,921,219,219,921,921,129,129,129,192,192,192,192,GT10,10.4,2:20:00 PM,8.983,15665
8/22/2024,Trend,192,192,921,129,129,192,129,291,291,291,129,219,LT0,1.8,10:00:00 AM,6.771,6512
8/23/2024,Trend,291,291,129,129,291,291,129,129,192,192,192,192,GT0,1.1,2:15:00 PM,5.774,11208
8/26/2024,Trend,192,192,192,129,291,192,192,192,921,291,921,921,LT0,1.7,2:10:00 PM,7.497,12674
8/27/2024,Trend,291,192,192,921,921,291,192,192,129,192,129,192,GT5,4.8,2:20:00 PM,7.124,10973
8/29/2024,Trend,912,192,192,192,192,921,291,291,219,129,129,192,GT0,4.7,9:40:00 AM,6.382,7548
8/30/2024,Trend,192,192,192,912,291,129,129,192,192,912,912,921,GT0,5.9,2:25:00 PM,5.284,7614
9/4/2024,Trend,921,921,921,291,291,291,291,291,192,192,192,192,GT0,-18.7,9:00:00 AM,6.496,13091
9/5/2024,Trend,192,192,192,921,921,291,291,921,291,921,921,921,LT5,-6.3,2:20:00 PM,7.674,14674
9/6/2024,Trend,291,129,129,912,921,921,129,129,192,192,192,912,GT0,1.3,2:25:00 PM,6.021,7579
9/9/2024,Trend,921,921,219,192,192,192,129,921,921,291,129,129,GT0,-1.3,2:15:00 PM,5.212,13098
9/10/2024,Trend,129,921,921,291,291,291,291,291,291,291,291,291,LT10,-13.6,2:15:00 PM,6.691,11028
9/11/2024,Trend,291,291,291,129,129,129,192,192,192,192,192,921,GT0,-1.1,10:05:00 AM,4.946,11275
9/12/2024,Trend,129,192,192,129,129,921,219,192,192,192,921,921,GT0,4.5,1:50:00 PM,4.543,9966
9/13/2024,Trend,921,291,291,219,129,129,921,291,291,291,219,129,LT0,-3.4,2:15:00 PM,4.348,11991
9/16/2024,Trend,192,192,921,921,291,291,291,291,291,921,291,291,LT10,-12.1,2:15:00 PM,4.787,16958
9/17/2024,Trend,291,219,219,921,921,129,192,192,192,192,129,129,GT10,23.8,2:20:00 PM,4.764,10905
9/18/2024,Trend,192,192,129,129,192,192,192,912,921,291,219,291,GT5,6.1,2:05:00 PM,7.705,13281
9/19/2024,Trend,129,192,192,129,129,129,192,291,129,129,219,219,GT0,5,2:05:00 PM,5.724,8241
9/20/2024,Trend,129,192,192,192,192,912,291,921,291,291,291,291,GT0,6,9:45:00 AM,11.608,14027
9/23/2024,Trend,291,291,291,219,192,192,921,192,192,921,921,291,LT0,-4.5,2:25:00 PM,5.281,7778
9/24/2024,Trend,291,219,219,921,921,921,129,192,192,192,192,192,GT5,9.5,2:20:00 PM,6.069,11875
9/25/2024,Trend,192,192,192,192,192,192,921,921,291,291,219,219,GT5,9,2:25:00 PM,10.431,9227
9/26/2024,Trend,129,192,192,192,912,129,192,192,192,912,921,921,GT10,12.4,2:20:00 PM,11.156,10410
9/27/2024,Trend,291,129,921,219,129,129,921,921,291,291,291,129,LT0,-0.9,2:15:00 PM,10.695,12674
9/30/2024,Trend,291,291,129,912,921,912,129,129,921,921,192,192,GT0,1.5,2:25:00 PM,7.418,7741
10/1/2024,Trend,129,192,192,192,192,129,192,921,291,921,291,291,GT0,3,2:15:00 PM,10.239,16076
10/2/2024,Trend,291,291,129,192,192,192,921,921,291,219,129,129,GT0,-2.9,2:05:00 PM,7.152,8891
10/3/2024,Trend,192,192,192,912,291,291,291,291,291,291,291,291,LT10,-8.1,2:15:00 PM,11.387,18445
10/4/2024,Trend,291,291,219,921,921,129,921,921,192,921,921,291,LT0,-6,2:20:00 PM,6.785,12853
10/7/2024,Trend,219,921,291,219,219,129,921,291,291,291,291,291,LT10,-3,2:20:00 PM,5.566,15729
10/8/2024,Trend,129,192,912,291,291,219,192,192,192,912,921,921,LT0,1.7,1:25:00 PM,7.255,11840
10/9/2024,Trend,129,129,129,921,192,192,129,192,192,912,912,912,GT10,16.6,2:00:00 PM,9.595,13791
10/10/2024,Trend,129,192,192,912,921,219,129,291,291,291,291,291,GT0,7.9,9:40:00 AM,10.223,12552
10/11/2024,Trend,219,219,291,291,291,291,921,291,291,219,129,129,LT0,0.4,2:25:00 PM,6.428,9633
10/14/2024,Trend,129,912,912,291,291,219,921,921,129,291,291,291,LT10,-7.6,2:15:00 PM,7.58,13072
10/15/2024,Trend,291,129,192,921,921,291,921,921,921,291,291,291,LT5,-1,2:15:00 PM,8.008,10423
10/16/2024,Trend,291,291,129,129,129,192,921,219,219,291,291,129,GT0,-3.4,2:10:00 PM,6.138,8854
10/17/2024,Trend,129,912,921,291,291,291,219,129,129,192,192,192,GT0,3.7,2:10:00 PM,6.795,10918
10/18/2024,Trend,129,192,192,291,291,291,129,192,192,192,912,921,LT5,-3.1,2:15:00 PM,7.909,13183
10/21/2024,Trend,291,219,291,921,192,192,192,921,921,291,291,291,LT0,-2,2:00:00 PM,6.283,10460
10/22/2024,Trend,291,291,219,129,129,192,192,129,921,921,921,921,LT5,-11.7,2:20:00 PM,8.993,19792
10/23/2024,Trend,291,291,291,921,291,192,192,192,912,921,921,129,GT0,1.8,2:20:00 PM,7.166,13452
10/24/2024,Trend,192,912,192,291,291,291,291,291,129,291,291,921,LT10,-16,2:25:00 PM,8.051,17970
10/25/2024,Trend,291,291,219,291,192,129,921,921,291,291,921,921,LT5,-10.8,2:20:00 PM,6.618,15306
10/28/2024,Trend,291,291,219,129,129,192,192,912,921,921,912,192,GT0,4.8,10:55:00 AM,4.729,5667
10/29/2024,Trend,129,192,192,192,192,921,291,291,129,129,129,129,GT0,7.4,2:15:00 PM,5.404,11961
10/30/2024,Trend,192,192,921,291,291,291,129,129,921,921,291,129,LT5,2.6,2:15:00 PM,6.217,9081
10/31/2024,Trend,129,912,912,291,219,129,192,192,192,192,192,912,GT5,1.5,1:45:00 PM,6.517,16308
11/1/2024,Trend,921,921,219,291,291,219,291,291,921,921,291,291,LT5,-13.1,2:15:00 PM,7.446,13398
11/4/2024,Trend,219,291,291,291,219,291,291,129,129,129,192,921,LT5,-11.9,1:45:00 PM,7.141,9993
11/5/2024,Trend,291,219,291,129,291,291,129,129,912,921,291,291,GT0,0.5,2:20:00 PM,3.936,9166
11/6/2024,Trend,129,129,129,291,291,129,129,192,192,192,192,192,GT10,22,1:55:00 PM,5.4,13116
11/7/2024,Trend,192,912,912,129,129,921,129,921,291,291,291,291,LT5,-6.3,2:20:00 PM,4.711,11333
11/8/2024,Trend,129,129,921,291,291,291,219,219,921,921,921,921,LT5,-10.7,2:10:00 PM,6.141,12716
11/11/2024,Trend,291,291,291,291,921,291,291,129,129,129,192,192,LT0,-3.9,10:40:00 AM,9.307,11490
11/12/2024,Trend,192,192,912,291,291,291,291,291,219,291,291,129,LT10,-10.1,2:10:00 PM,5.895,12921
11/13/2024,Trend,921,129,291,291,291,291,129,129,192,192,192,192,GT5,-2.7,1:50:00 PM,6.057,13077
11/14/2024,Trend,912,219,129,912,921,921,291,291,291,291,291,291,LT5,-14.4,2:25:00 PM,5.861,11863
11/15/2024,Trend,291,291,291,291,291,291,129,129,192,921,921,921,LT5,-17.3,2:15:00 PM,7.624,12289
11/18/2024,Trend,291,291,291,291,291,291,129,192,192,192,192,192,GT0,-2.4,2:15:00 PM,7.195,16011
12/2/2024,Trend,129,912,921,291,291,219,291,291,291,291,291,219,LT10,-4.5,2:15:00 PM,4.214,8144
12/3/2024,Trend,129,291,291,129,192,192,192,912,912,291,129,291,LT0,0.5,11:00:00 AM,5.139,11233
12/4/2024,Trend,291,291,291,129,129,129,129,129,291,291,291,291,LT0,-11,10:20:00 AM,4.979,10854
12/5/2024,Trend,291,291,921,912,192,192,192,192,192,192,192,192,GT20,42,1:55:00 PM,8.206,18331
12/6/2024,Trend,192,192,192,912,192,192,192,921,912,192,291,291,LT0,-3,10:10:00 AM,6.369,10397
12/9/2024,Trend,291,291,291,129,129,192,129,129,129,129,129,921,GT0,-2.1,1:55:00 PM,5.003,15476
12/10/2024,Trend,291,219,129,921,129,129,192,192,291,291,291,129,LT0,3.1,2:15:00 PM,4.966,10205
12/11/2024,Trend,129,192,192,129,291,291,291,291,291,921,291,129,LT0,-4.4,2:15:00 PM,5.278,17593
12/12/2024,Trend,129,192,192,192,192,192,921,291,291,291,291,291,LT0,0.9,10:55:00 AM,5.292,13579
12/13/2024,Trend,291,291,129,912,921,291,129,192,921,921,291,291,GT0,-4.5,9:05:00 AM,4.297,9835
12/16/2024,Trend,291,129,912,291,291,291,291,291,129,129,129,129,GT0,0,2:15:00 PM,3.948,11386
12/17/2024,Trend,192,921,291,921,921,921,219,291,291,921,921,192,LT0,-4,2:15:00 PM,3.642,9957
12/18/2024,Trend,192,192,912,291,291,219,192,921,291,129,129,129,GT0,0,9:30:00 AM,3.262,7636
12/19/2024,Trend,921,291,219,291,129,129,921,921,921,291,291,291,LT5,-18.7,9:00:00 AM,7.011,13567
12/20/2024,Trend,219,192,912,921,921,129,129,129,912,921,192,192,GT0,3.2,1:30:00 PM,4.109,9215
12/23/2024,Trend,129,192,192,912,219,219,192,291,129,291,129,129,LT0,6.8,9:25:00 AM,3.465,7659
12/24/2024,Trend,921,291,291,219,291,291,129,129,129,129,192,192,GT0,0,2:10:00 PM,3.597,9234
12/25/2024,Trend,129,192,192,192,192,192,912,129,291,129,219,291,GT10,22.1,11:00:00 AM,7.569,13600
12/26/2024,Trend,219,291,291,192,192,921,129,129,921,192,912,921,LT0,0.6,2:15:00 PM,5.003,5352
12/27/2024,Trend,129,192,912,192,129,129,129,129,291,129,192,192,GT0,-2.2,2:10:00 PM,6.169,9270
12/30/2024,Trend,921,291,291,219,129,129,192,192,291,291,219,291,LT0,-3.3,9:00:00 AM,4.303,9536
12/31/2024,Trend,129,129,192,921,921,921,291,291,291,291,291,921,LT0,0.3,9:05:00 AM,4.624,9507
1/2/2025,Trend,129,129,129,921,921,921,129,192,192,192,192,192,LT0,1.4,10:30:00 AM,4.266,15580
1/3/2025,Trend,192,921,291,921,921,921,291,291,291,921,921,291,LT10,-22.9,1:35:00 PM,5.347,9880
1/6/2025,Trend,291,129,192,912,921,291,219,291,291,921,921,291,LT0,-5.1,2:15:00 PM,5.115,9735
1/7/2025,Trend,219,129,219,192,192,192,192,291,921,291,291,291,LT0,-0.5,2:10:00 PM,5.295,8862
1/8/2025,Trend,291,291,291,219,129,129,192,192,192,192,921,192,GT0,4.1,2:00:00 PM,4.001,9195
1/9/2025,Trend,192,291,921,291,219,291,291,291,921,921,912,291,LT5,-8.8,2:15:00 PM,3.186,8516
1/10/2025,Trend,129,129,192,291,291,291,291,291,219,921,921,921,LT10,-18.9,2:25:00 PM,4.779,12647
1/13/2025,Trend,921,291,291,921,921,291,192,192,192,192,912,192,GT5,3.9,2:10:00 PM,4.328,9904
1/14/2025,Trend,192,921,291,219,291,291,921,921,129,129,291,291,LT0,-8.3,1:40:00 PM,3.423,9641
1/15/2025,Trend,192,129,192,129,129,192,921,921,291,291,219,219,GT0,5.4,2:20:00 PM,3.566,8284
1/16/2025,Trend,129,192,192,291,291,291,291,291,291,291,291,291,LT10,-1.5,2:15:00 PM,4.533,9493
1/17/2025,Trend,129,129,192,219,129,129,192,129,192,192,192,192,GT5,12.3,1:55:00 PM,3.487,14624
1/20/2025,Trend,192,192,912,192,192,912,291,291,291,129,129,129,GT0,3.7,2:20:00 PM,3.644,7144
1/21/2025,Trend,129,129,921,921,291,291,921,921,921,219,129,129,LT10,-1.7,1:30:00 PM,3.742,10160
1/22/2025,Trend,129,192,912,219,129,291,129,291,921,921,129,291,LT0,-2.3,10:40:00 AM,3.792,10075
